age,job,marital,education,housing,loan,contact,poutcome,termdeposit
35,student,single,university.degree,yes,no,telephone,nonexistent,no
54,blue-collar,married,basic.4y,no,no,cellular,nonexistent,no
42,blue-collar,married,basic.9y,yes,no,telephone,nonexistent,no
34,management,married,university.degree,yes,no,cellular,nonexistent,no
47,technician,married,professional.course,no,no,telephone,nonexistent,no
57,retired,married,basic.4y,no,no,telephone,nonexistent,no
48,services,married,high.school,yes,no,cellular,nonexistent,yes
37,technician,single,university.degree,no,yes,cellular,nonexistent,no
36,unemployed,married,professional.course,yes,no,cellular,nonexistent,no
36,blue-collar,married,basic.9y,no,no,telephone,nonexistent,no
38,services,married,high.school,no,no,cellular,nonexistent,no
31,services,married,basic.9y,yes,no,cellular,nonexistent,no
56,blue-collar,married,basic.9y,no,no,cellular,failure,no
29,admin.,single,high.school,no,yes,telephone,nonexistent,no
60,management,married,basic.4y,no,no,cellular,nonexistent,no
47,self-employed,married,basic.9y,yes,no,cellular,nonexistent,yes
42,self-employed,single,university.degree,yes,no,cellular,nonexistent,no
32,technician,single,university.degree,yes,no,cellular,nonexistent,no
35,admin.,single,university.degree,yes,no,cellular,nonexistent,no
39,admin.,single,unknown,no,yes,telephone,nonexistent,no
35,blue-collar,married,basic.4y,yes,no,telephone,nonexistent,no
38,blue-collar,married,basic.6y,yes,no,telephone,nonexistent,no
24,student,single,high.school,no,no,cellular,nonexistent,no
38,technician,single,university.degree,no,no,telephone,nonexistent,no
37,management,married,university.degree,yes,no,cellular,nonexistent,no
37,technician,married,professional.course,yes,no,telephone,nonexistent,no
30,admin.,single,high.school,no,no,telephone,nonexistent,yes
41,blue-collar,married,basic.4y,no,no,telephone,nonexistent,no
39,admin.,married,high.school,yes,no,telephone,nonexistent,no
41,admin.,married,university.degree,no,no,cellular,nonexistent,yes
27,admin.,single,high.school,no,no,telephone,nonexistent,no
54,admin.,married,university.degree,yes,no,cellular,nonexistent,no
57,services,divorced,high.school,yes,yes,telephone,nonexistent,no
49,admin.,married,high.school,yes,no,cellular,nonexistent,no
23,student,single,high.school,yes,no,cellular,nonexistent,no
52,admin.,divorced,university.degree,yes,no,cellular,nonexistent,no
42,management,divorced,unknown,yes,no,cellular,success,yes
33,technician,single,university.degree,no,yes,telephone,nonexistent,no
34,admin.,single,high.school,yes,no,cellular,nonexistent,no
34,admin.,married,high.school,yes,no,cellular,nonexistent,no
41,admin.,married,high.school,yes,yes,telephone,nonexistent,no
39,blue-collar,married,basic.9y,no,yes,cellular,failure,no
40,technician,married,professional.course,yes,no,cellular,nonexistent,no
33,management,married,high.school,no,no,telephone,nonexistent,no
54,entrepreneur,married,basic.6y,no,no,telephone,nonexistent,no
33,entrepreneur,married,high.school,no,no,telephone,nonexistent,no
25,services,single,high.school,no,no,cellular,nonexistent,no
36,technician,married,high.school,no,no,cellular,nonexistent,no
35,blue-collar,married,basic.4y,yes,no,cellular,nonexistent,no
30,technician,single,professional.course,yes,no,cellular,nonexistent,no
37,entrepreneur,married,basic.9y,no,no,telephone,nonexistent,no
37,services,married,high.school,no,no,telephone,nonexistent,no
34,housemaid,divorced,basic.6y,no,no,telephone,nonexistent,no
35,housemaid,married,university.degree,yes,no,cellular,nonexistent,no
48,entrepreneur,married,basic.9y,no,no,telephone,nonexistent,no
34,technician,married,professional.course,yes,no,cellular,nonexistent,no
35,management,married,university.degree,yes,yes,telephone,nonexistent,no
57,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
51,self-employed,married,basic.9y,yes,no,telephone,nonexistent,no
46,blue-collar,married,basic.9y,yes,no,telephone,nonexistent,no
35,blue-collar,divorced,high.school,no,yes,cellular,failure,no
60,retired,married,university.degree,no,no,cellular,success,yes
24,blue-collar,single,high.school,yes,no,cellular,nonexistent,no
35,self-employed,divorced,university.degree,no,no,cellular,nonexistent,no
25,blue-collar,single,basic.4y,yes,yes,cellular,nonexistent,no
88,retired,divorced,basic.4y,yes,no,cellular,nonexistent,yes
33,self-employed,divorced,university.degree,no,no,cellular,nonexistent,no
46,technician,single,university.degree,no,no,cellular,nonexistent,no
31,technician,divorced,professional.course,unknown,unknown,cellular,nonexistent,no
46,admin.,married,high.school,no,no,telephone,nonexistent,no
42,self-employed,married,university.degree,yes,no,cellular,nonexistent,no
33,blue-collar,single,high.school,no,no,cellular,nonexistent,no
57,management,divorced,unknown,no,no,cellular,nonexistent,yes
24,student,single,high.school,yes,no,cellular,failure,no
30,services,married,high.school,no,no,telephone,nonexistent,no
52,admin.,married,unknown,no,no,cellular,nonexistent,no
39,admin.,married,university.degree,no,no,cellular,nonexistent,no
39,blue-collar,married,high.school,yes,no,telephone,nonexistent,no
28,technician,single,professional.course,yes,no,telephone,nonexistent,no
35,management,single,university.degree,no,no,cellular,nonexistent,no
57,technician,married,basic.4y,no,no,telephone,nonexistent,no
32,technician,married,high.school,yes,no,cellular,nonexistent,no
43,blue-collar,married,basic.4y,yes,no,telephone,nonexistent,no
30,management,single,university.degree,no,yes,telephone,nonexistent,no
27,admin.,married,high.school,no,no,cellular,nonexistent,no
53,entrepreneur,married,university.degree,yes,no,cellular,nonexistent,no
35,admin.,married,university.degree,yes,no,cellular,nonexistent,yes
30,admin.,married,university.degree,yes,yes,cellular,nonexistent,no
44,services,married,basic.4y,no,no,cellular,nonexistent,no
55,blue-collar,married,basic.4y,yes,yes,cellular,nonexistent,no
26,housemaid,married,basic.4y,yes,no,cellular,nonexistent,no
30,admin.,married,university.degree,no,no,telephone,nonexistent,no
40,admin.,divorced,university.degree,no,no,cellular,nonexistent,no
36,admin.,married,high.school,yes,no,cellular,failure,no
58,retired,married,high.school,yes,no,telephone,nonexistent,yes
33,admin.,single,university.degree,yes,yes,cellular,nonexistent,no
34,admin.,married,university.degree,yes,yes,cellular,nonexistent,no
44,services,married,high.school,no,no,cellular,nonexistent,no
32,technician,single,high.school,yes,no,telephone,nonexistent,no
34,blue-collar,married,basic.4y,yes,no,telephone,nonexistent,no
39,technician,married,professional.course,yes,yes,cellular,nonexistent,yes
43,admin.,divorced,high.school,yes,no,telephone,nonexistent,no
55,blue-collar,married,basic.4y,no,no,cellular,nonexistent,no
50,blue-collar,married,basic.4y,yes,no,cellular,nonexistent,no
32,services,single,unknown,no,no,cellular,nonexistent,yes
31,admin.,single,university.degree,no,no,cellular,nonexistent,no
52,blue-collar,married,basic.4y,yes,no,telephone,nonexistent,no
47,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
36,admin.,married,university.degree,yes,no,telephone,nonexistent,no
33,blue-collar,married,basic.6y,yes,no,cellular,nonexistent,no
36,blue-collar,married,unknown,yes,yes,telephone,nonexistent,no
35,admin.,married,university.degree,yes,no,cellular,failure,no
31,blue-collar,single,high.school,yes,no,cellular,success,yes
32,services,married,basic.6y,yes,no,telephone,nonexistent,no
35,blue-collar,single,basic.9y,yes,no,cellular,nonexistent,no
59,admin.,divorced,high.school,yes,no,cellular,nonexistent,no
32,technician,married,university.degree,yes,no,cellular,nonexistent,no
37,blue-collar,married,basic.6y,yes,no,cellular,nonexistent,no
40,blue-collar,married,basic.9y,yes,no,telephone,nonexistent,no
49,blue-collar,married,basic.9y,no,no,telephone,nonexistent,no
30,student,single,high.school,no,no,cellular,failure,no
36,admin.,married,university.degree,no,no,cellular,nonexistent,no
31,unemployed,single,basic.4y,no,no,cellular,nonexistent,no
43,technician,married,professional.course,no,no,cellular,nonexistent,no
23,blue-collar,single,unknown,no,no,cellular,failure,no
45,technician,divorced,professional.course,yes,yes,cellular,nonexistent,no
31,self-employed,married,university.degree,no,no,telephone,nonexistent,no
46,services,single,professional.course,no,yes,cellular,nonexistent,yes
54,admin.,married,high.school,yes,no,cellular,nonexistent,no
29,admin.,single,university.degree,no,no,cellular,nonexistent,no
53,services,married,high.school,no,yes,cellular,nonexistent,no
37,blue-collar,married,basic.9y,no,no,telephone,nonexistent,no
57,services,married,high.school,yes,yes,telephone,nonexistent,no
46,blue-collar,married,basic.9y,no,no,telephone,nonexistent,no
46,admin.,married,professional.course,no,no,cellular,failure,no
36,technician,single,university.degree,yes,no,cellular,nonexistent,no
45,entrepreneur,married,university.degree,no,no,cellular,nonexistent,no
38,admin.,married,basic.9y,yes,no,telephone,nonexistent,no
31,blue-collar,married,high.school,no,no,cellular,nonexistent,no
33,unemployed,divorced,professional.course,no,no,cellular,nonexistent,no
46,blue-collar,married,basic.4y,yes,no,telephone,nonexistent,no
36,management,married,university.degree,yes,no,telephone,nonexistent,no
35,blue-collar,married,basic.9y,no,no,telephone,nonexistent,no
21,student,single,unknown,yes,yes,cellular,nonexistent,yes
40,admin.,married,high.school,no,no,telephone,nonexistent,no
35,technician,married,professional.course,no,no,cellular,nonexistent,no
49,services,divorced,high.school,no,yes,telephone,nonexistent,no
56,admin.,married,university.degree,no,no,telephone,nonexistent,no
35,admin.,married,high.school,no,no,cellular,nonexistent,no
37,technician,married,professional.course,yes,no,cellular,nonexistent,no
32,services,married,high.school,no,no,telephone,nonexistent,yes
35,blue-collar,married,basic.4y,yes,no,telephone,nonexistent,no
30,blue-collar,single,basic.9y,yes,no,cellular,success,yes
31,technician,married,professional.course,no,no,telephone,nonexistent,no
35,technician,married,professional.course,yes,yes,cellular,nonexistent,no
44,blue-collar,married,high.school,yes,no,telephone,nonexistent,no
39,admin.,married,university.degree,no,no,cellular,nonexistent,yes
56,services,divorced,high.school,yes,no,cellular,nonexistent,no
38,blue-collar,married,basic.4y,yes,no,cellular,nonexistent,yes
37,admin.,single,university.degree,no,yes,cellular,nonexistent,no
39,admin.,single,unknown,yes,no,cellular,nonexistent,no
43,management,married,basic.6y,no,no,cellular,failure,yes
34,technician,divorced,professional.course,no,no,telephone,nonexistent,no
48,blue-collar,married,basic.6y,yes,no,cellular,nonexistent,no
35,technician,married,university.degree,no,no,cellular,nonexistent,no
29,blue-collar,married,basic.9y,yes,yes,cellular,failure,no
35,admin.,married,university.degree,yes,yes,telephone,nonexistent,no
43,admin.,single,university.degree,no,no,cellular,nonexistent,no
50,services,single,high.school,yes,no,cellular,nonexistent,no
41,technician,married,professional.course,no,no,telephone,nonexistent,no
29,admin.,married,university.degree,yes,no,cellular,nonexistent,yes
37,technician,married,university.degree,yes,no,telephone,nonexistent,no
51,entrepreneur,married,university.degree,no,no,telephone,nonexistent,no
38,blue-collar,married,basic.6y,no,no,cellular,nonexistent,yes
49,technician,divorced,unknown,yes,yes,cellular,nonexistent,no
42,admin.,married,basic.9y,yes,no,telephone,nonexistent,no
33,blue-collar,single,basic.6y,no,no,telephone,nonexistent,no
55,technician,married,high.school,no,yes,cellular,nonexistent,no
45,blue-collar,married,basic.4y,yes,no,cellular,nonexistent,no
32,technician,married,university.degree,yes,no,cellular,nonexistent,no
23,management,single,university.degree,no,no,cellular,nonexistent,yes
43,entrepreneur,married,basic.9y,yes,no,cellular,nonexistent,no
54,retired,married,basic.9y,yes,yes,telephone,nonexistent,no
32,blue-collar,married,basic.4y,yes,yes,cellular,nonexistent,no
43,blue-collar,married,basic.6y,yes,no,cellular,failure,no
50,blue-collar,divorced,basic.4y,yes,no,telephone,nonexistent,no
36,blue-collar,married,basic.9y,yes,no,telephone,nonexistent,no
45,admin.,divorced,basic.9y,yes,yes,telephone,nonexistent,no
30,blue-collar,married,basic.4y,no,no,telephone,nonexistent,no
34,technician,married,professional.course,yes,no,cellular,nonexistent,no
31,admin.,single,basic.9y,yes,yes,telephone,nonexistent,no
31,management,married,high.school,no,no,cellular,nonexistent,yes
39,services,married,professional.course,yes,no,cellular,nonexistent,yes
33,blue-collar,single,basic.9y,yes,no,cellular,failure,no
51,technician,married,professional.course,yes,no,cellular,nonexistent,no
50,housemaid,divorced,high.school,no,no,cellular,failure,no
30,blue-collar,divorced,high.school,no,no,cellular,failure,yes
30,admin.,married,unknown,no,no,cellular,nonexistent,no
35,management,married,university.degree,no,no,cellular,nonexistent,no
49,blue-collar,married,basic.6y,no,no,cellular,nonexistent,no
52,management,married,basic.4y,yes,no,telephone,nonexistent,no
42,self-employed,married,basic.4y,yes,no,cellular,nonexistent,no
33,technician,married,professional.course,no,yes,cellular,nonexistent,no
60,retired,divorced,university.degree,yes,no,telephone,nonexistent,no
52,unknown,married,basic.4y,yes,no,telephone,nonexistent,no
49,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
51,technician,married,basic.6y,yes,no,cellular,nonexistent,no
52,admin.,divorced,university.degree,yes,no,cellular,success,yes
55,blue-collar,divorced,basic.4y,no,no,cellular,nonexistent,no
27,technician,single,university.degree,yes,no,cellular,success,yes
29,admin.,married,high.school,yes,no,cellular,failure,no
33,admin.,single,university.degree,yes,yes,cellular,nonexistent,no
28,admin.,single,high.school,yes,no,cellular,nonexistent,no
28,services,single,high.school,yes,no,cellular,nonexistent,no
41,admin.,married,high.school,yes,no,cellular,nonexistent,no
43,blue-collar,married,basic.6y,no,no,telephone,nonexistent,no
45,services,divorced,unknown,yes,no,telephone,nonexistent,yes
38,housemaid,married,university.degree,yes,no,cellular,nonexistent,no
58,self-employed,married,university.degree,no,no,cellular,success,yes
45,admin.,married,basic.9y,yes,no,telephone,nonexistent,no
46,blue-collar,married,basic.4y,no,no,telephone,nonexistent,no
35,blue-collar,married,high.school,yes,yes,cellular,nonexistent,no
25,services,single,high.school,yes,yes,cellular,nonexistent,yes
42,housemaid,married,basic.4y,no,yes,cellular,nonexistent,no
54,admin.,married,university.degree,no,no,telephone,nonexistent,no
36,blue-collar,married,basic.9y,yes,no,telephone,failure,no
36,technician,married,high.school,no,no,cellular,nonexistent,no
30,admin.,divorced,university.degree,yes,no,telephone,nonexistent,no
35,technician,single,professional.course,yes,yes,cellular,nonexistent,no
50,blue-collar,married,basic.4y,unknown,unknown,telephone,nonexistent,no
26,self-employed,married,university.degree,yes,no,cellular,nonexistent,no
37,unknown,married,university.degree,no,yes,telephone,nonexistent,no
42,services,married,professional.course,no,no,telephone,nonexistent,no
42,admin.,married,basic.9y,no,no,telephone,failure,no
58,admin.,married,university.degree,no,no,telephone,nonexistent,no
39,technician,single,university.degree,no,yes,cellular,nonexistent,yes
31,entrepreneur,married,high.school,yes,no,telephone,nonexistent,no
41,admin.,single,university.degree,yes,no,cellular,nonexistent,no
42,admin.,divorced,high.school,no,no,cellular,failure,no
41,admin.,single,high.school,no,no,cellular,success,no
18,student,single,unknown,no,no,cellular,success,yes
45,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
31,technician,single,professional.course,no,no,cellular,nonexistent,no
40,services,married,basic.6y,no,no,cellular,nonexistent,no
31,admin.,single,university.degree,yes,no,cellular,nonexistent,no
31,admin.,married,university.degree,no,no,cellular,nonexistent,no
43,technician,married,basic.9y,yes,no,telephone,nonexistent,no
36,blue-collar,married,basic.9y,yes,no,telephone,failure,no
49,admin.,married,high.school,yes,no,cellular,nonexistent,no
31,housemaid,married,university.degree,no,yes,telephone,nonexistent,no
52,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
55,services,married,unknown,yes,no,cellular,nonexistent,no
35,services,married,basic.9y,no,no,telephone,nonexistent,no
31,technician,married,high.school,yes,no,cellular,nonexistent,no
35,admin.,married,university.degree,no,no,cellular,success,yes
28,admin.,married,high.school,no,no,cellular,nonexistent,yes
38,blue-collar,married,basic.6y,no,no,telephone,nonexistent,no
45,technician,divorced,professional.course,unknown,unknown,cellular,nonexistent,no
27,student,single,high.school,no,no,cellular,success,no
33,blue-collar,single,basic.4y,yes,no,cellular,nonexistent,no
50,technician,married,university.degree,yes,no,cellular,nonexistent,no
53,technician,married,professional.course,no,no,telephone,nonexistent,no
29,entrepreneur,married,university.degree,yes,no,telephone,nonexistent,no
35,technician,single,university.degree,no,no,cellular,nonexistent,no
26,admin.,single,university.degree,yes,yes,cellular,failure,no
34,admin.,married,university.degree,no,no,cellular,nonexistent,no
33,management,married,university.degree,no,no,cellular,nonexistent,no
36,unemployed,divorced,high.school,yes,yes,cellular,failure,no
24,student,single,high.school,yes,no,cellular,nonexistent,no
57,self-employed,married,university.degree,yes,no,cellular,nonexistent,no
32,admin.,married,high.school,no,yes,cellular,failure,no
30,self-employed,married,basic.9y,no,no,cellular,nonexistent,no
59,retired,married,professional.course,yes,no,telephone,nonexistent,no
54,technician,married,university.degree,no,no,telephone,nonexistent,no
41,management,married,unknown,no,yes,telephone,nonexistent,yes
47,technician,married,high.school,yes,yes,cellular,nonexistent,no
43,blue-collar,married,basic.4y,yes,no,cellular,failure,yes
42,self-employed,married,university.degree,yes,no,cellular,failure,yes
37,admin.,single,university.degree,no,no,telephone,nonexistent,yes
35,services,married,high.school,yes,yes,cellular,nonexistent,no
50,blue-collar,divorced,professional.course,yes,no,telephone,success,yes
23,blue-collar,single,basic.4y,yes,yes,cellular,nonexistent,no
48,unemployed,married,high.school,yes,no,telephone,nonexistent,no
33,blue-collar,married,high.school,no,yes,cellular,failure,no
39,services,single,high.school,yes,no,cellular,nonexistent,no
30,services,single,high.school,yes,no,telephone,nonexistent,no
31,services,married,high.school,yes,no,telephone,nonexistent,no
56,management,married,university.degree,unknown,unknown,cellular,nonexistent,yes
58,unemployed,married,basic.4y,no,no,telephone,nonexistent,no
50,management,divorced,university.degree,no,no,telephone,failure,no
33,technician,married,professional.course,yes,no,cellular,nonexistent,yes
38,entrepreneur,married,basic.9y,no,no,cellular,nonexistent,no
40,entrepreneur,married,basic.9y,no,no,telephone,nonexistent,no
47,technician,married,professional.course,yes,no,telephone,nonexistent,no
31,technician,single,professional.course,yes,yes,cellular,nonexistent,no
39,self-employed,married,university.degree,yes,no,cellular,nonexistent,no
45,blue-collar,married,basic.4y,no,no,telephone,nonexistent,no
28,blue-collar,single,university.degree,yes,no,cellular,nonexistent,no
38,admin.,married,high.school,yes,no,telephone,nonexistent,no
44,admin.,married,basic.9y,yes,yes,cellular,failure,no
58,blue-collar,married,high.school,no,no,cellular,nonexistent,no
46,admin.,divorced,high.school,yes,no,cellular,nonexistent,no
33,technician,single,university.degree,yes,yes,cellular,nonexistent,no
39,admin.,married,high.school,no,no,telephone,nonexistent,no
32,services,married,basic.4y,no,no,cellular,nonexistent,no
52,admin.,married,high.school,no,no,telephone,nonexistent,no
32,admin.,married,university.degree,yes,no,cellular,nonexistent,no
46,services,married,high.school,yes,no,cellular,failure,no
33,admin.,single,university.degree,yes,no,cellular,nonexistent,yes
29,entrepreneur,married,university.degree,yes,no,cellular,nonexistent,no
43,services,married,high.school,no,no,telephone,nonexistent,no
26,admin.,single,high.school,no,no,telephone,nonexistent,no
37,entrepreneur,married,basic.6y,yes,no,cellular,nonexistent,no
34,blue-collar,single,high.school,yes,no,cellular,nonexistent,no
44,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
45,blue-collar,married,high.school,yes,no,cellular,nonexistent,no
52,housemaid,divorced,professional.course,yes,no,telephone,nonexistent,no
32,technician,married,professional.course,no,yes,cellular,nonexistent,no
26,blue-collar,married,basic.4y,no,no,cellular,nonexistent,no
40,blue-collar,married,basic.9y,yes,yes,cellular,nonexistent,no
31,management,married,high.school,yes,no,telephone,nonexistent,no
33,technician,single,professional.course,yes,no,cellular,nonexistent,no
31,admin.,married,university.degree,no,no,cellular,failure,no
51,admin.,married,high.school,yes,no,cellular,nonexistent,no
30,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
51,blue-collar,married,basic.6y,yes,no,cellular,nonexistent,no
31,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,yes
31,unemployed,single,basic.4y,no,yes,cellular,nonexistent,no
34,technician,single,professional.course,yes,no,cellular,nonexistent,no
57,blue-collar,married,basic.4y,yes,no,cellular,nonexistent,no
46,blue-collar,divorced,basic.4y,no,no,telephone,nonexistent,no
35,admin.,married,high.school,yes,no,cellular,nonexistent,no
31,technician,single,high.school,yes,no,cellular,nonexistent,no
36,blue-collar,married,basic.6y,no,no,cellular,nonexistent,no
45,admin.,married,university.degree,no,no,telephone,nonexistent,no
28,blue-collar,single,professional.course,yes,no,cellular,nonexistent,no
50,housemaid,married,basic.4y,no,no,cellular,nonexistent,no
34,services,married,high.school,no,no,telephone,nonexistent,no
46,blue-collar,married,basic.6y,no,no,cellular,nonexistent,no
51,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
24,student,single,university.degree,no,no,cellular,nonexistent,no
58,retired,married,basic.4y,no,no,cellular,nonexistent,no
46,housemaid,married,basic.4y,no,no,telephone,nonexistent,no
47,admin.,married,university.degree,yes,no,telephone,nonexistent,no
33,services,single,high.school,no,no,cellular,failure,no
34,blue-collar,divorced,basic.4y,no,no,cellular,nonexistent,no
24,admin.,married,high.school,no,yes,telephone,nonexistent,no
43,technician,married,basic.9y,yes,no,telephone,nonexistent,no
50,admin.,married,high.school,yes,yes,cellular,nonexistent,no
29,blue-collar,married,basic.9y,yes,yes,telephone,nonexistent,no
41,blue-collar,married,basic.9y,yes,yes,cellular,nonexistent,no
44,admin.,single,university.degree,yes,no,cellular,nonexistent,no
27,admin.,single,university.degree,yes,no,cellular,nonexistent,no
31,blue-collar,married,basic.9y,yes,no,telephone,nonexistent,no
55,technician,married,high.school,yes,yes,cellular,nonexistent,no
38,management,married,university.degree,no,no,cellular,nonexistent,no
51,admin.,married,university.degree,yes,no,cellular,nonexistent,no
43,management,married,university.degree,no,no,cellular,nonexistent,no
34,technician,married,high.school,no,no,cellular,nonexistent,yes
38,services,single,basic.9y,no,no,cellular,nonexistent,no
51,services,married,high.school,yes,no,cellular,nonexistent,no
38,retired,divorced,basic.9y,yes,no,cellular,failure,no
47,services,married,high.school,no,no,cellular,nonexistent,no
41,management,married,university.degree,no,no,cellular,nonexistent,no
33,admin.,divorced,high.school,no,no,cellular,nonexistent,no
34,technician,single,professional.course,yes,no,cellular,success,yes
52,admin.,married,university.degree,no,yes,cellular,nonexistent,no
32,entrepreneur,single,professional.course,yes,no,telephone,nonexistent,no
42,services,married,high.school,no,no,telephone,nonexistent,no
32,services,married,basic.9y,yes,no,cellular,nonexistent,no
59,admin.,divorced,high.school,yes,yes,cellular,nonexistent,no
36,blue-collar,married,basic.4y,yes,no,cellular,nonexistent,no
36,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
39,management,single,university.degree,no,no,telephone,nonexistent,yes
23,student,single,high.school,no,no,cellular,failure,yes
31,blue-collar,married,basic.4y,no,no,cellular,nonexistent,yes
45,technician,married,high.school,yes,no,cellular,nonexistent,no
24,blue-collar,single,basic.9y,no,no,cellular,nonexistent,no
44,technician,married,high.school,yes,yes,cellular,failure,no
27,admin.,single,university.degree,yes,no,telephone,nonexistent,no
30,services,single,high.school,no,no,cellular,nonexistent,no
33,admin.,married,high.school,yes,yes,cellular,failure,no
34,technician,married,university.degree,no,no,telephone,nonexistent,no
42,technician,married,professional.course,no,no,telephone,nonexistent,no
34,unknown,married,unknown,no,no,cellular,nonexistent,no
39,admin.,single,high.school,no,no,telephone,nonexistent,no
62,entrepreneur,married,basic.9y,yes,no,cellular,success,no
49,services,divorced,high.school,yes,no,cellular,nonexistent,no
41,management,married,unknown,yes,no,telephone,nonexistent,no
34,blue-collar,married,basic.6y,yes,no,cellular,nonexistent,no
36,management,married,university.degree,yes,yes,telephone,nonexistent,no
49,technician,married,professional.course,yes,no,cellular,nonexistent,no
53,technician,married,professional.course,yes,no,cellular,nonexistent,no
39,admin.,single,university.degree,yes,no,cellular,nonexistent,no
34,services,divorced,basic.6y,yes,no,cellular,nonexistent,no
34,admin.,single,high.school,no,no,telephone,nonexistent,no
53,management,married,university.degree,yes,no,cellular,failure,no
32,blue-collar,divorced,basic.9y,no,no,cellular,nonexistent,no
27,admin.,single,unknown,yes,no,telephone,nonexistent,no
34,unemployed,married,basic.9y,yes,no,cellular,nonexistent,no
24,student,single,high.school,yes,yes,cellular,nonexistent,no
44,services,married,high.school,unknown,unknown,cellular,nonexistent,no
49,services,single,basic.4y,no,no,telephone,nonexistent,no
57,blue-collar,married,basic.4y,no,yes,cellular,nonexistent,no
49,management,married,university.degree,no,no,cellular,nonexistent,no
53,admin.,divorced,university.degree,no,no,telephone,nonexistent,no
29,admin.,divorced,university.degree,no,no,telephone,nonexistent,no
36,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
40,services,married,basic.6y,no,no,cellular,nonexistent,no
46,blue-collar,married,professional.course,no,no,telephone,failure,no
31,housemaid,single,university.degree,yes,no,cellular,nonexistent,no
44,self-employed,married,university.degree,unknown,unknown,telephone,nonexistent,no
37,technician,single,university.degree,yes,no,cellular,nonexistent,no
33,admin.,single,university.degree,yes,no,telephone,nonexistent,no
37,admin.,married,university.degree,no,no,cellular,nonexistent,no
31,admin.,single,high.school,yes,no,cellular,nonexistent,no
46,admin.,married,high.school,yes,yes,cellular,success,yes
33,technician,married,professional.course,yes,no,cellular,nonexistent,no
56,blue-collar,married,basic.4y,no,no,telephone,nonexistent,no
54,self-employed,married,basic.9y,yes,no,cellular,nonexistent,yes
54,technician,married,professional.course,yes,no,cellular,nonexistent,no
46,technician,divorced,professional.course,no,no,cellular,nonexistent,no
41,technician,single,university.degree,yes,no,cellular,nonexistent,no
31,admin.,divorced,university.degree,yes,yes,cellular,failure,yes
49,admin.,married,university.degree,no,no,telephone,nonexistent,no
39,management,single,basic.9y,yes,no,cellular,nonexistent,no
40,admin.,married,high.school,yes,yes,telephone,nonexistent,no
42,management,divorced,unknown,yes,no,telephone,nonexistent,no
34,blue-collar,married,basic.4y,yes,no,telephone,nonexistent,no
45,management,married,unknown,yes,no,cellular,success,yes
32,management,married,high.school,unknown,unknown,cellular,failure,no
56,technician,divorced,basic.6y,yes,no,cellular,nonexistent,no
29,admin.,married,university.degree,yes,yes,telephone,nonexistent,no
35,blue-collar,single,basic.9y,yes,no,cellular,nonexistent,no
49,admin.,unknown,university.degree,no,no,cellular,nonexistent,yes
38,blue-collar,single,basic.9y,yes,no,cellular,nonexistent,no
34,technician,married,high.school,yes,no,cellular,nonexistent,no
26,technician,married,university.degree,yes,no,cellular,nonexistent,no
40,blue-collar,married,basic.9y,no,no,telephone,nonexistent,no
45,services,divorced,high.school,yes,no,cellular,nonexistent,no
27,services,single,high.school,yes,no,telephone,nonexistent,no
21,unemployed,single,high.school,yes,no,cellular,nonexistent,yes
44,admin.,divorced,high.school,yes,no,cellular,failure,no
48,admin.,married,high.school,yes,yes,telephone,nonexistent,no
41,admin.,divorced,university.degree,yes,no,cellular,nonexistent,no
41,admin.,married,high.school,yes,no,cellular,failure,no
52,entrepreneur,single,university.degree,yes,no,cellular,nonexistent,no
31,admin.,divorced,high.school,yes,no,cellular,failure,no
50,admin.,divorced,basic.9y,yes,yes,cellular,nonexistent,no
37,blue-collar,married,basic.6y,no,no,cellular,nonexistent,no
38,admin.,single,high.school,no,no,cellular,failure,no
46,technician,married,professional.course,yes,no,cellular,failure,no
40,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
31,self-employed,married,basic.9y,no,no,cellular,nonexistent,no
33,admin.,married,university.degree,no,yes,telephone,nonexistent,no
46,services,married,high.school,yes,no,cellular,nonexistent,no
49,admin.,married,university.degree,no,no,telephone,nonexistent,no
75,retired,married,basic.4y,no,no,cellular,success,yes
29,blue-collar,divorced,basic.9y,yes,yes,cellular,failure,no
39,admin.,married,high.school,yes,no,cellular,nonexistent,no
33,technician,single,professional.course,yes,yes,cellular,nonexistent,no
33,technician,single,professional.course,yes,no,cellular,nonexistent,yes
37,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
28,blue-collar,single,high.school,no,no,telephone,nonexistent,no
50,blue-collar,married,basic.6y,no,no,telephone,nonexistent,no
31,admin.,single,university.degree,yes,no,cellular,nonexistent,no
32,blue-collar,single,basic.9y,yes,no,telephone,failure,no
58,retired,married,professional.course,yes,yes,cellular,nonexistent,no
